review,rating,date,bank_name,source,sentiment_score,sentiment_label
Very good app but why all the theme is just Islamic?,5,2024-09-04,Commercial Bank of Ethiopia,Google Play,0.2724,positive
Bad,1,2024-09-04,Commercial Bank of Ethiopia,Google Play,-0.5423,negative
Great,5,2024-09-04,Commercial Bank of Ethiopia,Google Play,0.6249,positive
It donsnt show the new amount after there is a deposit,3,2024-09-04,Commercial Bank of Ethiopia,Google Play,0.0,neutral
i use this application many time it works perfectly 10Q,5,2024-09-04,Commercial Bank of Ethiopia,Google Play,0.8415,positive
"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",2,2024-09-04,Commercial Bank of Ethiopia,Google Play,-0.4215,negative
Good,5,2024-09-03,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Nice to meet you my bank,5,2024-09-03,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Fast service and reliable it works from everywhere across the globe love it,5,2024-09-03,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Very convenient and easy to use,4,2024-09-03,Commercial Bank of Ethiopia,Google Play,0.4877,positive
I used to mobile bsnking,5,2024-09-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It is very comfortable!,5,2024-09-02,Commercial Bank of Ethiopia,Google Play,0.5974,positive
It is the best app I like it,4,2024-09-02,Commercial Bank of Ethiopia,Google Play,0.7717,positive
Good at all,5,2024-09-02,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"The app doesn't have 1. mini statement service In my opinion, I don't have to go to cbe branch to get mini statements and transactions I have done and pay for it.why? 2. Recent transaction The app doesn't store numerous or enough recent transactions, even it doesn't store what stored properly sometimes.",1,2024-09-02,Commercial Bank of Ethiopia,Google Play,-0.1027,negative
Nice,5,2024-09-02,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Bulchaa ibsa,5,2024-09-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It's Great App 💪🏼wow which i like it z most👌🏼 but please add biometric authentication,5,2024-09-01,Commercial Bank of Ethiopia,Google Play,0.8625,positive
Nice,5,2024-09-01,Commercial Bank of Ethiopia,Google Play,0.4215,positive
I can't describe enough how helpful it was. It's best version than ever mobile banking services.,1,2024-09-01,Commercial Bank of Ethiopia,Google Play,0.7906,positive
SUBSCRAIB,3,2024-09-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"Thank you, everyone",5,2024-08-31,Commercial Bank of Ethiopia,Google Play,0.3612,positive
Mabratu,5,2024-08-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
ሀውልቱ ታረቀኝ,1,2024-08-30,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It says you are debited 20birr but it transfers another 10 birr with it I don't understand if it's under their rules,1,2024-08-29,Commercial Bank of Ethiopia,Google Play,0.0,neutral
This is the best transaction app,5,2024-08-29,Commercial Bank of Ethiopia,Google Play,0.6369,positive
በጣም ጥሩ ነው እናመሰግናለይ ኑራችን ቀላል ስለዳረገቹልን,5,2024-08-29,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It functions to the most part until you need it. The most common flaw is when you send money to another bank account. It shows error but the money is actually gone. I paid twice at least 4 times because of this.,2,2024-08-29,Commercial Bank of Ethiopia,Google Play,-0.2144,negative
Good appl,5,2024-08-29,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"Best mobile banking application,it makes it easy for any of my financial transactions",5,2024-08-28,Commercial Bank of Ethiopia,Google Play,0.7964,positive
This app is update not yet,5,2024-08-28,Commercial Bank of Ethiopia,Google Play,0.0,neutral
ይመቻችሁ,5,2024-08-28,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,4,2024-08-28,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Amazing,5,2024-08-28,Commercial Bank of Ethiopia,Google Play,0.5859,positive
CBE birr app,5,2024-08-28,Commercial Bank of Ethiopia,Google Play,0.0,neutral
መጣም በጣም ተመችቶኛል በተላይ ነፃ ብድር ቢኖረው,5,2024-08-28,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It's a best application to exchange our money in a best speed and time saving way,1,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.8555,positive
Good app,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Ibrahim mahamed,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Hedduu bareda,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.0,neutral
How can I link with my CBEbirr wallet.,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"Exchange rate is not applicable or not functional,what is the reason ?",5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I used for more than two years although needs improvements...,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.3182,positive
1 year,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Nice,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.4215,positive
"Still needs development on several features.... For example - bank statements available online. The text feature of available balance and debited/credited notifications is very old school and involves too much digital trail. App doesn't always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",1,2024-08-27,Commercial Bank of Ethiopia,Google Play,-0.5729,negative
Good service at Baburehama branch,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,0.4404,positive
First and best Online banking in Ethiopia,5,2024-08-26,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Good,5,2024-08-26,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Best application! You have to upgrade additional services like help to withdraw card less amount from ATM machine.,5,2024-08-26,Commercial Bank of Ethiopia,Google Play,0.8655,positive
It's good app,5,2024-08-26,Commercial Bank of Ethiopia,Google Play,0.4404,positive
ስማርት አፕፕስ!!!,5,2024-08-25,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It is best easy to use fast and trustworthy,5,2024-08-25,Commercial Bank of Ethiopia,Google Play,0.8934,positive
"Some transaction is not going to be processed accordingly. Which going to take 3-5days which is not completely right. since this bank has mass of customers. However, It should be considered as the money can be needed for emergency purposes.",2,2024-08-25,Commercial Bank of Ethiopia,Google Play,-0.3818,negative
The Best Mobile Banking App In Ethiopia,5,2024-08-25,Commercial Bank of Ethiopia,Google Play,0.6369,positive
"This app has several issues based on my experience. Below are the problems that I encountered: 1. The app frequently crashes. 2. It only shows a limited transaction record history (25 transactions). 3. You can't access the transaction records after 8:00 pm and on Sundays. 4. It displays a ""payment failed"" message. It would be greatly appreciated if you could address these issues",1,2024-08-25,Commercial Bank of Ethiopia,Google Play,-0.5118,negative
👍,5,2024-08-24,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Verey excellent,1,2024-08-24,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Afgkk,5,2024-08-24,Commercial Bank of Ethiopia,Google Play,0.0,neutral
it is not well functional. It always sluggish and poor application.,1,2024-08-24,Commercial Bank of Ethiopia,Google Play,-0.7659,negative
Ok,5,2024-08-23,Commercial Bank of Ethiopia,Google Play,0.296,positive
በጣም ምቹና ቀልጣፋ አፓ ነው,5,2024-08-23,Commercial Bank of Ethiopia,Google Play,0.0,neutral
A useless application that doesn't work.,1,2024-08-23,Commercial Bank of Ethiopia,Google Play,-0.4215,negative
Wow,5,2024-08-23,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Can not synchronize,1,2024-08-22,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Nice,5,2024-08-22,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Excellent,5,2024-08-22,Commercial Bank of Ethiopia,Google Play,0.5719,positive
"Amazing,fast andvaluable application for 🇪🇹 citizens",5,2024-08-21,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It's very suitable app for using,5,2024-08-21,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,5,2024-08-21,Commercial Bank of Ethiopia,Google Play,0.4404,positive
😍😍,5,2024-08-21,Commercial Bank of Ethiopia,Google Play,0.7184,positive
"App needs lots of updates to accomodate more demographic for Ethiopians leaving overseas. - Ability to use user name and password to use the application. People leaving over seas if they lose their phone, they can't have access to the application again unless u got to Ethiopia and activated it on the new phone! That's rediocoulus. - This application seems like it's a transfer application, not a bank application. I should be able to do more things such as viewing bank statements and more....",3,2024-08-21,Commercial Bank of Ethiopia,Google Play,0.3382,positive
Some time network problems,5,2024-08-21,Commercial Bank of Ethiopia,Google Play,-0.4019,negative
Government Bank,1,2024-08-21,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,2,2024-08-20,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It is help full ilike it,5,2024-08-20,Commercial Bank of Ethiopia,Google Play,0.4019,positive
Helpful app,5,2024-08-20,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Why don't work,5,2024-08-20,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very best app,5,2024-08-19,Commercial Bank of Ethiopia,Google Play,0.6697,positive
good,1,2024-08-19,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Absolutely terrible App,1,2024-08-19,Commercial Bank of Ethiopia,Google Play,-0.5256,negative
Good,1,2024-08-18,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Love,5,2024-08-18,Commercial Bank of Ethiopia,Google Play,0.6369,positive
From all commercial banks in Ethiopia this app is very easy to use and the fastest one From other banks Mobile banking app.,4,2024-08-18,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Wow,5,2024-08-18,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Recently I have been struggling accessing Cbe app with safaricom network... why???,4,2024-08-18,Commercial Bank of Ethiopia,Google Play,-0.5171,negative
it's better,5,2024-08-18,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It is good application,3,2024-08-17,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Banking,5,2024-08-17,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Wow good,5,2024-08-17,Commercial Bank of Ethiopia,Google Play,0.7717,positive
"No proper transaction is being recorded or presented on your the UI, the main features of the app is not working properly yet they have so many service in the app",1,2024-08-17,Commercial Bank of Ethiopia,Google Play,-0.296,negative
በጣም አሪፍ እና ለአጠቃቀም ቀላል ነው,4,2024-08-17,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Wow,5,2024-08-17,Commercial Bank of Ethiopia,Google Play,0.5859,positive
mirx appk,5,2024-08-16,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Best,1,2024-08-16,Commercial Bank of Ethiopia,Google Play,0.6369,positive
There is no option even to check your transactions. And is not users friendly.,2,2024-08-16,Commercial Bank of Ethiopia,Google Play,-0.5897,negative
DANTRO BAND,5,2024-08-16,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Fuad Abduraman,5,2024-08-15,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Thanks to the number of branches. Mobile banking is not very satisfactory.,1,2024-08-14,Commercial Bank of Ethiopia,Google Play,0.2199,positive
መቼም ይሻላል 889ከመዛግ በርቱ,5,2024-08-14,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Mot,5,2024-08-14,Commercial Bank of Ethiopia,Google Play,0.0,neutral
it is not good it's like eka eka chewata,1,2024-08-14,Commercial Bank of Ethiopia,Google Play,-0.5448,negative
Amazing,5,2024-08-13,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Increadable app,5,2024-08-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I like it this app,5,2024-08-13,Commercial Bank of Ethiopia,Google Play,0.3612,positive
You're genuine,1,2024-08-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It is good and best app,5,2024-08-13,Commercial Bank of Ethiopia,Google Play,0.7964,positive
Aftamuu,5,2024-08-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"Good aps 4ever,",5,2024-08-13,Commercial Bank of Ethiopia,Google Play,0.4404,positive
To Day not working why,2,2024-08-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Ok,1,2024-08-12,Commercial Bank of Ethiopia,Google Play,0.296,positive
It is good app,4,2024-08-11,Commercial Bank of Ethiopia,Google Play,0.4404,positive
ለምንድነው ብር ከተላላክን በኋላ Transaction history የማያሳየን ?,1,2024-08-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Excellent,5,2024-08-11,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Ooo best app,5,2024-08-11,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Very fast and simple transfer app,5,2024-08-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very nice,5,2024-08-11,Commercial Bank of Ethiopia,Google Play,0.4754,positive
its nice,5,2024-08-10,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Links,5,2024-08-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"The app only work on working hour from 8 am-5pm it dont work at night or early in the morning, why do we need it then...try to fix it.",1,2024-08-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
ITS So easy and fast ✔✔✔✔✔✔✔,5,2024-08-10,Commercial Bank of Ethiopia,Google Play,0.4927,positive
"The app is simple, fast, and convenient to use.",4,2024-08-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Simple and well built,5,2024-08-10,Commercial Bank of Ethiopia,Google Play,0.2732,positive
Cool,5,2024-08-10,Commercial Bank of Ethiopia,Google Play,0.3182,positive
I can't change my pin.😢,4,2024-08-10,Commercial Bank of Ethiopia,Google Play,-0.4767,negative
Nice,5,2024-08-10,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Good App,5,2024-08-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
My account number All contact,5,2024-08-09,Commercial Bank of Ethiopia,Google Play,0.0772,positive
Best up i love it,5,2024-08-09,Commercial Bank of Ethiopia,Google Play,0.8555,positive
Yes. Ok,5,2024-08-09,Commercial Bank of Ethiopia,Google Play,0.5994,positive
